9.6590599060e+01	6.7183458805e-01	1.6898436064e+01
1.8770948792e+02	8.1564742327e-01	1.6774304949e+01
6.8707817078e+01	5.1185375452e-01	1.5641443094e+01
1.3700813293e+02	7.4388492107e-01	1.7192740053e+01
8.4477249146e+01	5.9963232279e-01	1.4593635440e+01
1.3459884644e+02	7.5183171034e-01	1.3960592005e+01
2.5657946777e+02	8.7194281816e-01	5.9129574049e+00
1.9158320618e+02	8.2445132732e-01	1.2267622351e+01
1.0898057556e+02	7.1425449848e-01	5.3034650500e+00
1.2314878845e+02	7.2678583860e-01	1.1826486836e+01
1.0980786896e+02	6.7201930285e-01	1.9468975694e+01
4.3150866699e+02	9.1979253292e-01	1.3869386929e+01
3.6857870483e+02	9.0815782547e-01	1.3167516489e+01
3.4428378296e+02	9.0371972322e-01	1.0153906014e+01
1.0617413330e+02	6.6552984715e-01	1.8970823781e+01
6.3341316223e+01	4.6150064468e-01	1.5829586272e+01
5.3582611084e+02	9.3734496832e-01	8.1393756553e+00
1.2147131348e+02	7.0450705290e-01	1.9938014667e+01
1.2823777771e+02	7.3431205750e-01	1.3326903089e+01
5.2727989197e+01	3.9146366715e-01	7.6674944599e+00
9.5218086243e+01	6.4989364147e-01	1.2678989395e+01
4.0454219818e+01	2.2504071891e-01	1.3341677971e+01
1.2482368469e+02	7.1433520317e-01	1.8605144220e+01
1.0686370850e+02	6.7637252808e-01	1.6799665941e+01
1.0368679047e+02	6.5095233917e-01	1.8775229082e+01
2.1835797119e+02	8.4702754021e-01	1.1851560912e+01
9.8010200500e+01	6.7642283440e-01	2.0917631873e+00
8.6042655945e+01	6.0062330961e-01	1.7483512344e+01
2.5006829834e+02	8.6330312490e-01	1.4091965963e+01
1.0654428101e+02	6.9709867239e-01	7.3216376124e+00
6.6057922363e+01	4.8703780770e-01	1.5218174451e+01
1.1275711823e+02	6.9889563322e-01	1.3986880375e+01
1.2869123840e+02	7.3647183180e-01	1.3829704643e+01
2.4250532532e+02	8.6454921961e-01	1.0164162734e+01
5.7649646759e+01	4.4920796156e-01	1.1770583704e+01
1.0227278900e+02	6.7637515068e-01	1.0681349585e+01
7.6026239014e+02	9.5687139034e-01	1.6506838051e+01
9.1821411133e+01	6.5639758110e-01	1.0238936159e+01
9.6291175842e+01	6.4137458801e-01	1.4780115224e+01
1.0106616211e+02	6.5282452106e-01	1.9247236352e+01
9.7269340515e+01	6.4520865679e-01	1.7538892335e+01
7.7943862915e+01	5.8902728558e-01	1.0190306173e+01
8.0674598694e+01	5.9051573277e-01	1.2847198775e+01
9.2311241150e+01	6.2712568045e-01	1.4595118645e+01
9.1271759033e+01	6.2138783932e-01	1.8396318700e+01
1.1439244843e+02	6.9313263893e-01	1.8867383411e+01
5.2714984131e+02	9.3700772524e-01	1.0837008942e+01
1.1096376038e+02	7.0420861244e-01	1.1411776610e+01
1.4161320496e+02	7.5747996569e-01	1.4004565120e+01
8.3117378235e+01	6.2408691645e-01	1.1431322414e+01
4.9748876953e+02	9.3250453472e-01	5.0912205728e+00
2.4693821716e+02	8.9055806398e-01	1.8150584160e+01
2.1200672913e+02	8.3722019196e-01	1.6293427409e+01
9.2696868896e+01	6.3599807024e-01	9.8858043211e+00
8.0860122681e+01	6.0318601131e-01	1.0840344309e+01
7.8756561279e+02	9.5781743526e-01	1.4091138500e+01
9.7601280212e+01	6.3748103380e-01	1.7385295095e+01
5.6890032959e+02	9.4282615185e-01	5.5311249820e+00
5.3018206787e+02	9.5795708895e-01	1.5262651630e+01
7.3838691711e+01	5.8956509829e-01	2.6466105808e+01
3.3442147827e+02	9.0172708035e-01	1.0407515849e+01
1.0241825867e+02	6.5853601694e-01	1.8902291343e+01
8.2096502686e+02	9.6022659540e-01	5.0472533932e+00
2.7627297974e+02	8.7380284071e-01	1.6825526390e+01
1.2474457550e+02	7.2715425491e-01	1.6514592357e+01
9.1498908997e+01	6.1307615042e-01	1.8870375815e+01
9.6836784363e+01	6.3500010967e-01	1.6731917588e+01
1.8026516724e+02	8.1129878759e-01	1.1121564962e+01
9.5208328247e+01	6.4449763298e-01	1.6913744435e+01
1.0198830414e+02	6.7068761587e-01	1.2284515225e+01
1.2018941498e+02	7.3016941547e-01	1.3225943584e+01
1.9234962463e+02	8.2895725965e-01	8.9435538235e+00
