#
#  This file contains a subset of the classified test particles from the
#  Brasser and Morbidelli 2013 planetary migration simulation. Specifically the
#  scattering population.  The particles included occupy the region from
#  10-155 AU and were classified in Pike et. al 2016.
#
#  Brasser, R., & Morbidelli, A. 2013, Icarus, 225, 40 
#  Pike, R. E., Lawler, S., Brasser, R., Shankman, C. J., Alexandersen, M., and
#         Kavelaars, J. J.,  submitted to AJ  2016
#
#  Particle Classification: 
#
#  0  :  Centaur 
#  1  :  Detached 
#  2  :  Scattering 
#  3  :  Resonant 
#  4  :  Main Classical 
#  5  :  Outer Classical 
#  6  :  Inner Classical 
#
#
# Particle Information:  
#  a [AU] | e  | i [Degrees] | Omega [Degrees] | omega [Degrees] | M [Degrees] |
#      Classification | Resonance p : q | 
#
#
#   a     |    e    |    i    |  Omega   | omega   |   M      | Class  
  84.942   0.6136     2.9783    81.1366   317.4645   306.2116    2    -    -
 99.4194   0.6159    20.9771   178.5623    11.3772   130.8005    2    -    -
 87.6345   0.6154    15.0235   312.1188     4.8517    72.7083    2    -    -
 75.5638   0.5609    21.4504    78.2488    94.6297   228.8107    2    -    -
 95.0386   0.6716    16.2892   175.4683   281.6489   181.5531    2    -    -
140.6043   0.7916     5.1864   316.3873     55.766    82.5288    2    -    -
 91.1628   0.6252    18.5449    30.6286    316.817    75.8482    2    -    -
 82.8289   0.5275     9.9729   318.9427   145.1932   348.0948    2    -    -
 93.8083    0.693    13.5613    38.0106   270.2126   106.3123    2    -    -
138.0107   0.7049     12.082   222.6858    42.2184   132.6283    2    -    -
124.2693   0.6793     9.9402   280.7207   273.3925   212.2006    2    -    -
 109.236   0.6287    11.2432   330.7857   208.3045    223.253    2    -    -
137.9911    0.715     8.8894   236.9639   247.0078   215.1686    2    -    -
 149.589    0.755    17.0415   215.5983   197.1605     3.7634    2    -    -
105.9083   0.6927    36.0236   244.2347    70.2045   198.5471    2    -    -
132.8136   0.7158    15.6566   256.3012   293.2914   133.8773    2    -    -
 84.2442   0.5295    31.4938     7.5401   320.6043     3.7763    2    -    -
 37.5441   0.3649     8.3526   328.6028    85.5598    15.8119    2    -    -
133.7336   0.7165    15.0694   136.0431   251.0586   222.4337    2    -    -
123.0165   0.7011    20.8098   111.2168    15.3484    68.7091    2    -    -
135.2311   0.7295    20.3182   165.6536   359.5883   245.5525    2    -    -
110.3322   0.6084    40.7115    86.8318   152.4641    93.4036    2    -    -
 47.0466   0.4149    13.0336     3.2454    26.4317    67.8096    2    -    -
 54.7423   0.3688    10.7114   324.4603   284.6798   323.7212    2    -    -
 92.3451   0.5884      18.84   296.2765   121.7994    139.286    2    -    -
  69.663   0.4672    19.4221   282.6286    67.1507     245.69    2    -    -
104.7828   0.6251    27.4372    211.049   325.2452    94.8704    2    -    -
150.3329    0.802    14.8597   357.4684   157.1451     2.2195    2    -    -
100.1926   0.6531    22.0549     5.4987   168.0141   358.3908    2    -    -
149.6478   0.7776    24.9265   256.4043   264.5346     4.2926    2    -    -
119.1897   0.7082    20.5881    53.2014    260.862   344.7544    2    -    -
 91.2049   0.6251    23.0306   276.9621    44.7612   154.9392    2    -    -
150.2839   0.7661    23.6139   106.4613   146.5741   358.2762    2    -    -
126.2463   0.7423    20.0885     8.0105   284.1069   228.4211    2    -    -
103.6377   0.6731    21.0339   166.5359    22.2852   110.2543    2    -    -
138.3043   0.7616    23.3222   122.1661   288.7593    208.591    2    -    -
145.4001   0.7576    26.0679   107.5786   288.3582   273.2951    2    -    -
139.4885   0.7399    27.7793    27.0402   265.4571     67.672    2    -    -
131.0225   0.7302     1.8296   329.6799   237.5598    72.2901    2    -    -
121.5778    0.732    20.2592   210.9516    46.3941     9.2046    2    -    -
 97.5862   0.6454     25.119    78.6155   104.3585   126.8013    2    -    -
137.6975   0.7688    21.7082   225.3558    48.6556   144.2765    2    -    -
107.6211   0.6727     3.2322   202.2541    92.8192    47.7623    2    -    -
 63.1339   0.6747    15.1605   332.4473   325.4057   216.0738    2    -    -
 82.7261    0.587    18.2733    351.269   279.7466   239.7943    2    -    -
149.8239   0.7531    13.6765    145.325   295.7665     2.0536    2    -    -
 132.197   0.7231    12.2029    16.1901   162.5825   222.0211    2    -    -
112.1526   0.6685    17.7909   336.5382   220.4684    94.2458    2    -    -
135.1332   0.7234    18.2138   139.1829   354.4432   177.7143    2    -    -
 120.374   0.6867    19.2187   233.1423   323.5149   212.1147    2    -    -
 61.2009   0.4209     22.951   129.9182    38.6506    156.704    2    -    -
107.7679   0.6665    27.6618   168.3006   112.0304   315.9748    2    -    -
 55.1837   0.4068     14.301    54.6539    12.3919   188.8698    2    -    -
 90.0568   0.5838    17.5887   146.7001    20.9439    113.205    2    -    -
149.9805   0.7337     7.1826   198.3465   115.2734     4.9101    2    -    -
 74.4627    0.456    14.0312    280.566   263.7153    41.1367    2    -    -
148.4635   0.7983    39.1966   136.8395    73.2068     19.845    2    -    -
 89.1525   0.5653    20.2128    90.3784   206.8779   133.1325    2    -    -
124.3965   0.7106    16.1861    36.6739   290.7131    65.7297    2    -    -
 55.3912   0.3543    12.4332   234.2996   349.9684   275.2718    2    -    -
108.6292   0.6386    11.0157   140.0309    319.762    354.827    2    -    -
104.2053   0.6587       7.08   262.2943   263.6179   279.9128    2    -    -
137.2962   0.7244    28.8576   154.1085    248.509   160.4282    2    -    -
 83.3359   0.7303     25.998   104.8341   286.5763   135.7394    2    -    -
 69.1991   0.4543    14.7903   172.2082     53.948   336.5898    2    -    -
  50.844   0.3824    31.4319   159.5401   303.7822     59.897    2    -    -
